path,pseudo_label,pseudo_label_str
../data/raw/sans_label/001b158a-7af8-451e-bf31-3a9116265f3a.jpg,1,cancer
../data/raw/sans_label/00366e8d-5520-4d3c-a70b-91a7eec1f521.jpg,1,cancer
../data/raw/sans_label/00455a62-f79f-4072-9a23-4951e759acdc.jpg,0,normal
../data/raw/sans_label/004ce5f5-ca6b-490f-9b2f-c322c152e2ee.jpg,0,normal
../data/raw/sans_label/005d9a37-8894-4eb5-8367-1015d4a43638.jpg,1,cancer
../data/raw/sans_label/009e9d31-9f37-4d97-a941-81501294c403.jpg,1,cancer
../data/raw/sans_label/009eac4a-c951-4da9-852a-b32e9ce20c6e.jpg,1,cancer
../data/raw/sans_label/00e9e198-79de-47ab-9f4e-7b76152324bb.jpg,1,cancer
../data/raw/sans_label/01274f5e-3064-4efd-af4b-38e164188c31.jpg,1,cancer
../data/raw/sans_label/01717fbf-4bcf-475a-a718-361ed07d2854.jpg,1,cancer
../data/raw/sans_label/01d1f0ed-5070-45a8-ad26-f8a95ebec98d.jpg,0,normal
../data/raw/sans_label/01d4471e-7c83-4335-ab49-c650d0da1dea.jpg,1,cancer
../data/raw/sans_label/01e09766-fcd9-4df0-82f7-265f9ffecdf6.jpg,1,cancer
../data/raw/sans_label/01f4b8d2-56ed-4d82-ad41-6864de091425.jpg,1,cancer
../data/raw/sans_label/01fa1329-7524-49f5-8f11-bb9d8717a3fe.jpg,1,cancer
../data/raw/sans_label/0208c07c-bc4b-4741-ad0f-d5beeb18cc52.jpg,0,normal
../data/raw/sans_label/02af8a8e-3c79-4a3c-8412-52f483eb9411.jpg,0,normal
../data/raw/sans_label/02d2c771-7bf5-4771-972c-7f123088b7b0.jpg,1,cancer
../data/raw/sans_label/0303753e-919b-4947-8e55-4fc922bfbe35.jpg,1,cancer
../data/raw/sans_label/030d0b45-ee70-41f9-9e56-2581052b2c18.jpg,1,cancer
../data/raw/sans_label/03bd85ef-651a-4f93-8569-786dbfd37965.jpg,0,normal
../data/raw/sans_label/03c5ec29-9720-4c07-a8e1-4a8a70852f40.jpg,0,normal
../data/raw/sans_label/046474d2-fe65-4639-b211-4d0bb8ad7a43.jpg,1,cancer
../data/raw/sans_label/0477e002-4775-44e2-84d9-52b93f5ee697.jpg,1,cancer
../data/raw/sans_label/047c949c-1610-4094-bee7-10b6ea7064a5.jpg,1,cancer
../data/raw/sans_label/0490c1d6-1860-4838-b5b4-b8f5d0ee5b6e.jpg,1,cancer
../data/raw/sans_label/04b806ad-e6ed-47bc-a2e8-ce0d2d790de4.jpg,0,normal
../data/raw/sans_label/04d076ce-4216-47ba-9013-6fe6956c7aed.jpg,1,cancer
../data/raw/sans_label/04d0fcb7-0b6c-4c7b-8dd2-aa70037a0b29.jpg,0,normal
../data/raw/sans_label/04dd2b78-0aa3-4364-b762-21a6e71d3658.jpg,0,normal
../data/raw/sans_label/050d57f6-aebf-45d9-b4c5-045e92c9e88e.jpg,1,cancer
../data/raw/sans_label/0526db38-5dff-48c0-b682-0c4ae12fc125.jpg,1,cancer
../data/raw/sans_label/0598d2d0-ffa7-4d6a-9a58-0fb41dc6536e.jpg,1,cancer
../data/raw/sans_label/05e808fc-a00c-4f1e-9682-1f73915f6902.jpg,1,cancer
../data/raw/sans_label/063a6210-0d77-4f8d-96ea-6a4814c37995.jpg,0,normal
../data/raw/sans_label/06738ba6-51e3-493c-a215-6fcd19d005ca.jpg,1,cancer
../data/raw/sans_label/06819cc7-d34d-484f-b79a-60c01e7770f4.jpg,1,cancer
../data/raw/sans_label/06952e36-f936-456d-91b3-fd950445dcc9.jpg,1,cancer
../data/raw/sans_label/06a76102-9548-4dab-9572-e78259fa082e.jpg,0,normal
../data/raw/sans_label/06b17341-f3bb-4f31-8198-1ebdccbe2367.jpg,0,normal
../data/raw/sans_label/06c78a2d-9a5c-4249-b2ea-a4b267021c70.jpg,0,normal
../data/raw/sans_label/06dd4af6-faf7-4661-a3cc-c5a30e01bb74.jpg,1,cancer
../data/raw/sans_label/070e4686-675c-4c4a-a61b-d9d8ed236c7a.jpg,0,normal
../data/raw/sans_label/0746ecad-9485-4245-a119-cdbe6f074d7a.jpg,0,normal
../data/raw/sans_label/07eab220-96c1-466e-b2eb-ab8789548e89.jpg,0,normal
../data/raw/sans_label/07ee903a-9246-4463-8250-6cd90eeaf08c.jpg,1,cancer
../data/raw/sans_label/0822f067-f5e2-477d-8005-3ad857c4c1fa.jpg,0,normal
../data/raw/sans_label/0850ca4c-e6e0-44ef-be80-ba3fe3d84483.jpg,1,cancer
../data/raw/sans_label/08d0d2e6-01f2-4344-b1a4-d603101b76a3.jpg,1,cancer
../data/raw/sans_label/0905a879-d869-4756-ab7a-b2f01e7dd122.jpg,0,normal
../data/raw/sans_label/096ae32e-065a-4a00-959a-e63b1b5c77d6.jpg,0,normal
../data/raw/sans_label/097aeae8-d3da-4201-ac6c-fb697ee9df68.jpg,1,cancer
../data/raw/sans_label/09d56396-71e1-4c05-bf3f-ad755cb175a3.jpg,0,normal
../data/raw/sans_label/09dece73-b184-494f-b636-f5d3113b6f3e.jpg,0,normal
../data/raw/sans_label/09f30dac-5d5f-42bd-b9b9-43befa636dfd.jpg,1,cancer
../data/raw/sans_label/0a196d89-4764-48b9-ac68-a8b1cb03d713.jpg,1,cancer
../data/raw/sans_label/0a2bf85c-5b87-4069-8d47-059594d7fe95.jpg,1,cancer
../data/raw/sans_label/0a3ac056-66c2-4c74-a857-07670a84928e.jpg,0,normal
../data/raw/sans_label/0a592d17-b235-4d1f-950d-c90598e5d19e.jpg,1,cancer
../data/raw/sans_label/0a648d43-8eac-4a02-a654-e003192e6647.jpg,0,normal
../data/raw/sans_label/0a781fe5-1d36-4035-8553-590e618b8ff2.jpg,1,cancer
../data/raw/sans_label/0a82d661-71fa-4297-a271-e0f105fb5493.jpg,0,normal
../data/raw/sans_label/0abaa5bb-40b8-4646-ba24-fae12891b8a4.jpg,1,cancer
../data/raw/sans_label/0aed155d-d211-4e46-b762-25feff9a042d.jpg,1,cancer
../data/raw/sans_label/0b1c07b9-ac3e-4107-8832-5399525f3b1f.jpg,1,cancer
../data/raw/sans_label/0b52ef0e-2a70-40c9-902d-2fd6ce8f37bf.jpg,1,cancer
../data/raw/sans_label/0b89c970-7727-4316-af01-1b2ea58abecb.jpg,0,normal
../data/raw/sans_label/0b95d2b0-db4a-4f15-a620-032b1b40cbea.jpg,1,cancer
../data/raw/sans_label/0bc4000a-21dc-4b24-9d43-888d8696b860.jpg,0,normal
../data/raw/sans_label/0beafed8-1e3b-48a3-9bdb-4dbf96432dfd.jpg,1,cancer
../data/raw/sans_label/0c0e7e81-ea8a-4854-901e-bf26be7514a0.jpg,1,cancer
../data/raw/sans_label/0c2d6a27-24c2-43ff-9743-f080dca7d2aa.jpg,1,cancer
../data/raw/sans_label/0c4c60e4-3201-429c-93dd-30c36ef4e2b4.jpg,0,normal
../data/raw/sans_label/0c62cd9f-f625-4fc3-8e93-264a2436701c.jpg,0,normal
../data/raw/sans_label/0cca1e2e-17f6-4f0d-a3f6-c2af1ca03d8a.jpg,0,normal
../data/raw/sans_label/0ccc544b-06cd-4130-9864-0a94a632093b.jpg,1,cancer
../data/raw/sans_label/0cd4183f-123d-44ca-bb0d-040f9e698d24.jpg,1,cancer
../data/raw/sans_label/0d0ce970-cc7f-4ce2-8e42-65e259b5d2f7.jpg,0,normal
../data/raw/sans_label/0d525cdf-aa38-4dd1-bc4b-df94ebdad32f.jpg,0,normal
../data/raw/sans_label/0d76d3dc-2285-4901-94c9-ee2fc0773dad.jpg,0,normal
../data/raw/sans_label/0de779c6-c7ba-46c7-a6be-3ada2795c545.jpg,1,cancer
../data/raw/sans_label/0de780a4-968f-41d7-9729-af487ddfa1a2.jpg,1,cancer
../data/raw/sans_label/0e03c995-5e01-4d93-99bc-24db1ad09cd7.jpg,0,normal
../data/raw/sans_label/0e330b05-12c4-46f5-bcc8-edde0faa0b9e.jpg,1,cancer
../data/raw/sans_label/0e41c296-eebe-4d49-aa8c-b267bae40310.jpg,1,cancer
../data/raw/sans_label/0e429956-8bfe-4517-8fe8-be42f0eab341.jpg,1,cancer
../data/raw/sans_label/0e50ebae-64c8-4178-bca4-de37b348acdf.jpg,0,normal
../data/raw/sans_label/0e6c3f73-189a-420c-b17e-17dd19ac7736.jpg,1,cancer
../data/raw/sans_label/0e6c5eff-a995-4729-8dec-e46350621ceb.jpg,1,cancer
../data/raw/sans_label/0e9a78ff-666b-49c6-bfd0-6ae96f650027.jpg,1,cancer
../data/raw/sans_label/0ed34dbb-a47e-48d9-a528-e67aa13562e7.jpg,1,cancer
../data/raw/sans_label/0f0acf02-b85a-4338-9eed-30a6ec0964a8.jpg,0,normal
../data/raw/sans_label/0f1671c9-0387-484e-8e31-61e1fe074e7b.jpg,1,cancer
../data/raw/sans_label/0f4162e3-e08f-4d7c-b4a9-6241511b0d74.jpg,0,normal
../data/raw/sans_label/0f716a6b-8467-459c-bf58-4d34e9439d1d.jpg,1,cancer
../data/raw/sans_label/0f8e0e52-d574-48d4-91a4-9bd2ae88b4c6.jpg,0,normal
../data/raw/sans_label/0ff7db8a-f8c2-4038-ab40-1d21295598dd.jpg,0,normal
../data/raw/sans_label/100d0f9e-344d-466b-99a7-ff8dd90b7611.jpg,1,cancer
../data/raw/sans_label/101076bc-091a-49ae-bd72-2ca97933f5a9.jpg,1,cancer
../data/raw/sans_label/101be262-63cd-4a5d-ba17-15a92e881c50.jpg,1,cancer
../data/raw/sans_label/107d8f7a-af33-493c-aed2-895db3dd948f.jpg,0,normal
../data/raw/sans_label/10ac7600-4206-4e17-a866-e4bbc536eaa7.jpg,0,normal
../data/raw/sans_label/10d86392-5ab8-404c-9332-939a323dc8de.jpg,1,cancer
../data/raw/sans_label/111a5049-e459-445e-919c-28af38320bd1.jpg,0,normal
../data/raw/sans_label/113a89a4-4822-45a2-8bb8-d21c629fac38.jpg,1,cancer
../data/raw/sans_label/11698a42-88ac-4e65-8ea8-2e246db28656.jpg,1,cancer
../data/raw/sans_label/118bb3c1-4c17-4741-a7f2-b178f838fa6c.jpg,1,cancer
../data/raw/sans_label/1194593c-7ccd-4bbd-bbec-fd08b75afe1e.jpg,1,cancer
../data/raw/sans_label/11c78766-42e7-4fd3-b335-ec952c7825a3.jpg,1,cancer
../data/raw/sans_label/11e90ad1-ddfd-4104-9776-db82c455b47c.jpg,1,cancer
../data/raw/sans_label/11f03e5d-e170-46cd-a732-e0a47e31ddd0.jpg,0,normal
../data/raw/sans_label/11f2b893-2739-4cef-9433-3b4a724270e9.jpg,1,cancer
../data/raw/sans_label/11fbbab2-b71f-43f1-b216-9232232322e9.jpg,1,cancer
../data/raw/sans_label/12067690-f1f6-4efc-b570-afc510336f10.jpg,0,normal
../data/raw/sans_label/12098862-5468-4b73-b0ae-8c1708d0054f.jpg,1,cancer
../data/raw/sans_label/1212636e-421c-4f33-aa73-2abf061cd729.jpg,0,normal
../data/raw/sans_label/122a8afc-70ef-4cab-ba59-fc621d43fe19.jpg,0,normal
../data/raw/sans_label/131400bc-ac37-42f8-9e8a-f96e5deae7d5.jpg,1,cancer
../data/raw/sans_label/13a6b485-3471-4a4d-b3bd-0d26e374938d.jpg,1,cancer
../data/raw/sans_label/13eb3ad4-a065-4e25-888f-b125463dba24.jpg,1,cancer
../data/raw/sans_label/140df938-9d81-4fd3-806b-2b429eeb54cc.jpg,1,cancer
../data/raw/sans_label/141ef676-419a-4247-af1b-b5635821ba29.jpg,0,normal
../data/raw/sans_label/14285322-faf1-4587-8681-b1637e90abe1.jpg,0,normal
../data/raw/sans_label/1447c990-df09-44f9-bbc6-a8e4ec3e7c33.jpg,1,cancer
../data/raw/sans_label/14f9055c-e72f-4d6e-8120-3cabaa1a1911.jpg,0,normal
../data/raw/sans_label/15127f32-b7fc-4c5a-9721-c885bfedef71.jpg,0,normal
../data/raw/sans_label/1528e169-3252-4de9-add4-03c497faa42b.jpg,1,cancer
../data/raw/sans_label/153bfc9b-79f5-4e36-b253-78d5a1dd8066.jpg,1,cancer
../data/raw/sans_label/1567a15d-5f22-46ca-a77c-cd88ee60b7fd.jpg,1,cancer
../data/raw/sans_label/156ff8c8-8941-4692-8d13-a6e19a755277.jpg,1,cancer
../data/raw/sans_label/15e2a58c-8b50-481e-bcb0-b9b4b2e16a26.jpg,1,cancer
../data/raw/sans_label/160219f1-5b85-4655-b7ca-038a20164df1.jpg,1,cancer
../data/raw/sans_label/165b8eae-0f3c-47c8-b5ba-eabf18b15000.jpg,1,cancer
../data/raw/sans_label/1672b52c-2238-4e29-91b7-0be7113b6870.jpg,1,cancer
../data/raw/sans_label/16a16991-7c89-47c9-b96d-256ea1566f7c.jpg,0,normal
../data/raw/sans_label/16c95930-a0c3-49d7-9d09-813d796db9e7.jpg,1,cancer
../data/raw/sans_label/16cf3809-cbe8-45b9-8cec-3fc528ec5f31.jpg,1,cancer
../data/raw/sans_label/16d0e74d-62f5-40d8-8f2f-3ca4752c3203.jpg,0,normal
../data/raw/sans_label/16f86049-de6f-44e6-a7f0-5d46a223cee1.jpg,1,cancer
../data/raw/sans_label/1734f1c3-dc3a-4130-a94f-9836c8db4458.jpg,1,cancer
../data/raw/sans_label/17435d59-0819-4e99-b85a-435e13079291.jpg,1,cancer
../data/raw/sans_label/176911ef-fb4a-4bd2-b480-df63e7ef8ea7.jpg,0,normal
../data/raw/sans_label/1782f7fc-1cda-46c0-a644-e2d6d6ab8301.jpg,1,cancer
../data/raw/sans_label/17a0afbb-f7eb-415b-a909-14d625a20c49.jpg,1,cancer
../data/raw/sans_label/17a51238-6b2e-4a63-9fa4-232fc89bf6a5.jpg,1,cancer
../data/raw/sans_label/17fa3bf0-3fe1-44ae-b516-d6ef2f23fa48.jpg,1,cancer
../data/raw/sans_label/18011cd7-53f6-4189-93f0-9e5456154720.jpg,0,normal
../data/raw/sans_label/18322501-e80d-4458-8d1b-1d3485ca3a6a.jpg,1,cancer
../data/raw/sans_label/18599c4b-13b7-434f-a6fc-4ab53c41aa95.jpg,0,normal
../data/raw/sans_label/1890fd3b-fbd5-49e8-86d8-ffedb7e73814.jpg,0,normal
../data/raw/sans_label/189fe672-dc1c-48b9-a4e7-aaa7ebee30f3.jpg,0,normal
../data/raw/sans_label/194106ce-8b9a-4a6f-b82d-643f09169c9f.jpg,0,normal
../data/raw/sans_label/195f3bcf-ce89-41d8-a330-8fe8389a9a63.jpg,0,normal
../data/raw/sans_label/198fc151-a170-4ede-8b54-6a8d66af4741.jpg,1,cancer
../data/raw/sans_label/19c67523-55dc-44b2-8887-a1e7f3f7eddf.jpg,1,cancer
../data/raw/sans_label/1a308b44-87af-4ff2-8b88-da32c6df05af.jpg,1,cancer
../data/raw/sans_label/1a3bf8e3-abb6-4200-b899-c756bee02d81.jpg,1,cancer
../data/raw/sans_label/1ac88e1b-f635-42c4-81d2-e8c784b8fd33.jpg,1,cancer
../data/raw/sans_label/1b12dae4-85d9-4b23-b93c-ebbab0eef531.jpg,1,cancer
../data/raw/sans_label/1b73a930-df46-4138-9999-c2196a5dfe55.jpg,1,cancer
../data/raw/sans_label/1b9cf459-c862-4782-9464-49f0a37a484d.jpg,0,normal
../data/raw/sans_label/1bc063fa-c3ce-44e1-bd90-7e9aab3fee83.jpg,1,cancer
../data/raw/sans_label/1be0ace1-a982-4cb1-ba98-7f17518035ca.jpg,0,normal
../data/raw/sans_label/1be11da9-3864-4551-b6b3-e5a860d5bc3d.jpg,1,cancer
../data/raw/sans_label/1bfd6d5d-3222-4643-8bcb-2aee360b7c0e.jpg,1,cancer
../data/raw/sans_label/1c33c5bf-5966-4745-9ba0-1b0b2e724c6f.jpg,1,cancer
../data/raw/sans_label/1c4c6352-597e-4e49-8cb3-3e6197d9661a.jpg,0,normal
../data/raw/sans_label/1ca0593f-48ae-478a-b80e-6c70b5fc180c.jpg,0,normal
../data/raw/sans_label/1cbec944-70f1-415e-a62d-192ca92c0cf9.jpg,0,normal
../data/raw/sans_label/1cdb5a0b-e8e5-46b1-a9aa-da15d21d070b.jpg,0,normal
../data/raw/sans_label/1cee76e0-5ad8-4ae2-be33-b5779fc7ca5b.jpg,0,normal
../data/raw/sans_label/1d9eb250-cca0-4666-834c-640166b27b3e.jpg,0,normal
../data/raw/sans_label/1dc2c0d1-bf36-4b03-a250-1ecc3be7e8fe.jpg,1,cancer
../data/raw/sans_label/1dd22de5-a53a-4697-a3b0-9f24f35fa7e9.jpg,0,normal
../data/raw/sans_label/1ddf5fa5-9379-423f-b599-cd9c7e6aa42c.jpg,1,cancer
../data/raw/sans_label/1def01bc-1c88-40a1-8c55-e1c748952af2.jpg,1,cancer
../data/raw/sans_label/1e07b53a-7dff-496f-8e56-9ffbda1f3062.jpg,1,cancer
../data/raw/sans_label/1e6bf052-8e82-45c3-95fe-40f996e5d6e5.jpg,1,cancer
../data/raw/sans_label/1e7b48e7-c206-4428-ad08-20dc11a6b5a5.jpg,0,normal
../data/raw/sans_label/1e88fb67-f3b6-4cd1-a6c0-70ec6c6c3b1e.jpg,0,normal
../data/raw/sans_label/1eb51839-c8dc-4410-a22f-548285e2ecdf.jpg,0,normal
../data/raw/sans_label/1f1d3f05-58a4-43bb-9757-2663d06dc45b.jpg,1,cancer
../data/raw/sans_label/1f34ffca-95a8-40d1-8ce5-daf2d5186c84.jpg,0,normal
../data/raw/sans_label/1f3e3789-04a9-4350-8b79-69adf73ce077.jpg,0,normal
../data/raw/sans_label/1f43b1d5-d6fb-4da9-b952-153230b3d786.jpg,1,cancer
../data/raw/sans_label/1fa28180-7d76-4715-9775-331fc368a61b.jpg,0,normal
../data/raw/sans_label/1fa589e0-0d6d-4bd3-9134-961fb3e14f8f.jpg,1,cancer
../data/raw/sans_label/1fafde0a-7b47-476d-943e-47b0018d58db.jpg,0,normal
../data/raw/sans_label/1fc889f8-e3d2-4483-92d2-4f81bcaefe7d.jpg,1,cancer
../data/raw/sans_label/1fca4a00-3eb2-4667-9f39-697ae1480926.jpg,1,cancer
../data/raw/sans_label/2003b9d5-b9f6-40c3-b0e1-dd6118850112.jpg,0,normal
../data/raw/sans_label/201a4b53-cca5-4923-a87f-36178d619635.jpg,1,cancer
../data/raw/sans_label/2032cd73-403b-4732-ab13-c731bba7d370.jpg,1,cancer
../data/raw/sans_label/20583523-e96c-48b1-9e05-0f9bd74bcd92.jpg,1,cancer
../data/raw/sans_label/2067808c-0990-433a-a8a1-b663f1a460b3.jpg,1,cancer
../data/raw/sans_label/20a81a33-5a41-4ea5-8a1c-e6411ad18fad.jpg,1,cancer
../data/raw/sans_label/20f6276d-b530-40a1-9000-6fa99c78af38.jpg,0,normal
../data/raw/sans_label/21012c06-2739-4789-8c6c-7d9dd3a8c0c9.jpg,0,normal
../data/raw/sans_label/210facbb-8d77-4a08-9f8e-f52d0c9872c9.jpg,0,normal
../data/raw/sans_label/214ae8cc-6d28-4f2a-8172-7023efb00d06.jpg,0,normal
../data/raw/sans_label/2150e80f-cc5c-4be3-a102-f288c418631c.jpg,1,cancer
